"Subject" "Activity" "Body.Acceleration.X.Mean" "Body.Acceleration.Y.Mean" "Body.Acceleration.Z.Mean" "Body.Gyroscope.X.Mean" "Body.Gyroscope.Y.Mean" "Body.Gyroscope.Z.Mean" "Total.Acceleration.X.Mean" "Total.Acceleration.Y.Mean" "Total.Acceleration.Z.Mean" "Body.Acceleration.X.Std" "Body.Acceleration.Y.Std" "Body.Acceleration.Z.Std" "Body.Gyroscope.X.Std" "Body.Gyroscope.Y.Std" "Body.Gyroscope.Z.Std" "Total.Acceleration.X.Std" "Total.Acceleration.Y.Std" "Total.Acceleration.Z.Std"
11 1 -0.000393181736434286 -0.00031082626879104 -6.44322210876186e-05 -0.000329132062648932 -0.00337077796277631 -0.00408188530698685 0.940399254272152 -0.191297895330145 -0.0824463898103046 0.0413042890942613 0.0260693624011353 0.0218274985187846 0.0493497365623306 0.0604750865278532 0.0348765533383605 0.226990035383193 0.0879624997504308 0.090042861942422
12 1 -0.000607844349423076 -0.00042720537848452 -0.000305533847934607 0.00441971755461677 0.0017585039889362 0.000955683211813078 0.944132319661458 -0.179281124635639 -0.0641259530556134 0.00941034959766073 0.00591222819528082 0.0156578565947016 0.0602390653371848 0.0642163298681542 0.0361043812912865 0.211835884515043 0.0887786017477314 0.114679677946174
13 1 -0.00255242011531371 0.000424268161055967 6.76056209328664e-05 0.000261977032942683 0.00223410419555523 -0.00268600235615841 0.964934138173491 -0.177760150182795 -0.0266997104453048 0.00891720323668579 0.0119758806059624 0.0105572154819034 0.0155962321781238 0.057957348645659 0.0257859056017836 0.233611111368765 0.0860500709647057 0.0752698216127871
14 1 -0.000132203725050713 0.000313214162659265 0.000149916206040707 -0.00700057101402097 -0.0027048794780196 -0.000467214759156771 0.958102752480811 -0.169314581298875 -0.0142672717427041 0.00795583197673496 0.0125454738620334 0.0173330624894652 0.020437561009686 0.0317500324016603 0.0214688359582079 0.151783826463905 0.0921960925342378 0.0713564166102242
15 1 -0.000253587694526917 -0.000135582973950706 -0.00039763502389701 -0.00197338187880922 -0.000776172621656701 -0.00187749737839151 0.974748839923377 -0.171977110956986 0.00417064978331818 0.00814043790669694 0.0113152840840492 0.0264898289956084 0.0171583512952056 0.0150201942730466 0.00842699713712671 0.18546019837702 0.110622645674517 0.0596538285942149
16 1 0.000288687692137014 -2.40505350873967e-05 0.00158412559631648 0.0104227438548427 -0.000142439727768205 -0.000808670165917659 0.966411054790684 -0.149419442729755 0.0167911905894074 0.00809085632623437 0.0175491272891381 0.0128019834979964 0.0270652099168087 0.0311529044761945 0.0204691044773092 0.107073210320382 0.114116478981252 0.0739750779388368
17 1 -0.000218446751700132 0.00047399886793865 -0.000427813231922928 -0.00340817705253105 -0.000375889150829968 0.000648266286641327 0.967889032514045 -0.115758153608764 0.0280021356775509 0.00732258017062856 0.00477464485565448 0.0127861175309744 0.0278242856108041 0.0181788170229436 0.0103824269213764 0.0846843337352614 0.100815096722112 0.0702789232786865
18 1 3.2563793212037e-05 1.72396262166233e-05 0.000421498209644387 0.00361816170223727 0.000325667779129051 -0.00421430830670775 0.979329422685185 -0.141178397320648 0.0555248373247642 0.006552593934075 0.0192299233342946 0.0211822064796976 0.0427508171855033 0.0405026088088663 0.0319946714142543 0.0725283510832936 0.13464307473211 0.0566184254545441
19 1 -0.00104046865068002 0.00128897085526593 0.00182113230018476 0.00185979729449127 0.00277795276795918 -0.00217992023107272 0.990536100122549 -0.0787793884086703 0.0821326927649157 0.0184969357607387 0.0113041006904598 0.0134133639048197 0.0378830181122723 0.0182394973832767 0.050409329260902 0.0395618379680424 0.0811333174062974 0.0451729602006382
20 1 0.000491630140464075 0.00306347802859503 0.000339863130956199 0.00205040473796723 -0.00461492696872057 0.00134578255431037 1.00076111150102 -0.0786438946988002 0.0767600721802856 0.00414604024856131 0.0213121556228365 0.00903934012700964 0.026095333332035 0.0494421616780355 0.0285216657365677 0.0559001232626934 0.095418782139394 0.0761067796743623
21 1 -0.000359216857470147 0.00205657837733733 -0.000472654581376773 -0.00108859940918735 0.00704903166157407 0.00670541402298242 1.00529279965445 -0.0393673416113612 0.0927748332883053 0.0139384860359565 0.02387089210064 0.0235525773158614 0.0709748817092935 0.0718584904865067 0.0743338724838098 0.0312117353251941 0.0867543937985688 0.0704786753752735
22 1 0.000962158354238715 0.00198695567062331 0.00114741744840603 0.0195126506796578 0.00778063128097566 0.000338212533384331 1.01172201573351 -0.00867220931810764 0.123010291844501 0.0053416925841554 0.0284085914079382 0.0203816108761676 0.117546100744915 0.0586093063134271 0.0706244847709881 0.0134806857880035 0.0832695140338555 0.0750421182670967
23 1 0.000102857103182712 3.06893472586441e-05 -0.000680979944419229 -0.00777968639284134 -0.00658202041011983 0.00675685842815953 1.01490358065776 0.0627345778249269 0.14041019606162 0.0244638223441951 0.0529879472325223 0.0532557974245354 0.128043792806701 0.101345726723007 0.166693874407009 0.0217096851537281 0.0529590687786577 0.0548478205065474
24 1 0.000647667596728337 0.00260020639433276 0.00264679651097762 0.0351820389291751 0.0288742834784105 0.0126627167650078 1.01847451124206 0.12440356798806 0.202414831828694 0.021176510782546 0.121620084992096 0.0824689209524013 0.276159964427103 0.215562647794317 0.187603433928047 0.0123063297734429 0.0686591228226864 0.0468511242102633
25 1 0.000485829780353927 0.00416550139202122 0.0026047848250348 0.0828385042508024 0.0274988588862067 0.0268715992234423 1.02013177684755 0.313891635260783 0.246927897918086 0.0870136175778657 0.122364719049615 0.113096621779571 0.372922675920138 0.340505299608689 0.243494251718953 0.0187433972577898 0.0125345989723091 0.0505753590050809
26 1 -0.00280115843173994 0.00322543082002516 0.00572977982351563 0.0484852210427489 0.027884104810041 0.00991682847447166 0.997546822874735 0.477534839544902 0.367022705428652 0.206234302172802 0.145055514746997 0.107833451102918 0.376635619718333 0.408586989496312 0.268197065690642 0.164741654519658 0.0121594111052913 0.0308921548103547
27 1 -0.00121138180985746 -0.000904220152541118 0.00446002460649808 0.139556158705234 0.0246345251150027 0.0301867193772249 0.994150393941886 0.613483125246711 0.548687557793284 0.231229968612424 0.169537760021634 0.133308572877921 0.428701217960391 0.434101534020993 0.26079112057246 0.257668829796053 0.0100935044950826 0.0133297542429163
28 1 -0.00105834835853588 0.000860695309363426 0.00149478711197483 0.0910232942272526 0.027696361740842 0.0340399393686921 0.982983718952546 0.774378213874421 0.684634111935764 0.249903304593491 0.167341629881505 0.134669210526617 0.514498437251863 0.454756578048265 0.305297143247864 0.230134680809838 0.00616483056332288 0.0139374752183601
29 1 0.00216515362207562 0.00478562141021565 0.00356453554331663 0.1359982561744 0.0503437838528302 0.0271428935122311 0.980156550176887 0.868874941524175 0.808803286482901 0.260338533430601 0.162007149620382 0.146161363293131 0.492973688095624 0.453174258303409 0.357331730220445 0.262241955220362 0.00793878464172858 0.00876929510661478
30 1 0.000697878444740385 -0.00183246693670312 0.00592943550004567 0.212073043774417 0.0150860491589651 0.0394903655794117 0.998282353461538 0.966218624735577 0.894110172463942 0.332571707163982 0.188371344571276 0.170940938032896 0.537115025130987 0.667008144831618 0.429331346096673 0.339022247182315 0.007041024152133 0.0128392439198145
1 2 -0.00220294141342773 -0.0187739652545786 -0.00741122102863444 -0.236543185815316 -0.00754691303868815 -0.0237158377565104 -0.106939179223405 -0.33718345343999 -0.334428424592952 0.335107301988551 0.183644186505922 0.158300081067889 0.573563757500201 0.686663359236772 0.405658882979944 0.0100768734275513 0.175415280166598 0.187675959135408
2 2 0.000299240618692217 -0.00252150408121845 -0.00568817384344802 -0.202166595606851 -0.0063569571997506 -0.0509879758274489 -0.00773976959221529 -0.308425974830895 -0.313622780848798 0.315573855294346 0.174052077708048 0.148216601555539 0.496822813677839 0.545540737758473 0.318138910204947 0.00616121116482907 0.135345461101971 0.110425374032331
3 2 -0.00278694364287309 -0.00525404944120376 -0.00606386276592953 -0.0924353017305325 -0.0298174159351244 -0.0163123239410491 0.0461089198186575 -0.318945752376744 -0.294543560054289 0.285414084955887 0.15629842580478 0.125680242501563 0.480664416308357 0.489030562813108 0.331368340090303 0.00787325908445479 0.126499895099753 0.139254993981889
4 2 -0.000684641709532913 -0.00255805119400432 -0.000269919599679189 -0.111126028664212 0.00826172682448969 -0.0368085004614977 0.106232882355053 -0.305249799922025 -0.260481818763238 0.26336453565246 0.145296879098453 0.13416198544569 0.455629411118491 0.45604086746831 0.289526684439301 0.00702298727662717 0.15922821205236 0.115268372006266
5 2 -0.00216563022649639 -0.00979397015911959 -0.00427237941745192 -0.0629734521803921 -0.0171639334853741 -0.0258463320826112 0.169625219284856 -0.268962588651124 -0.22796136487534 0.261814108725548 0.160305075340198 0.123504432767268 0.413115705814554 0.401252972781939 0.26061398828362 0.00673946125396435 0.108576078873656 0.0869009428949339
6 2 -0.003253122916625 -0.00485647324551563 -0.00064724022650625 -0.0755013229567258 -0.0315192708374034 -0.0080495953863125 0.264923267741477 -0.259821161607855 -0.178824135708476 0.243277441438783 0.135950653329511 0.0994873275315752 0.397679218210857 0.374010808923285 0.269725204072225 0.0248667625913502 0.132432712787197 0.115064709550294
7 2 0.000207081283099407 -0.00309611547059159 -0.00169440831435749 -0.0442865923319221 -0.0208319932301185 -0.0125160468947123 0.848675245606573 -0.232666419696721 -0.165772707718413 0.226756524357843 0.090458252635767 0.0785453248492831 0.333544544788552 0.282512700605026 0.209559662338579 0.261693933378784 0.122362744847479 0.106407154147835
8 2 0.00287841878019832 0.000298552319397536 -0.000315348967717848 -0.0347056739178305 -0.0223659316391689 0.00795542794055439 0.950027559344952 -0.216686595205288 -0.114612023060871 0.220086261338777 0.0323090339469876 0.0572897934324087 0.211112229496266 0.245755783796694 0.135506825114773 0.28796721721033 0.0859905932196005 0.0949959954997224
9 2 -0.000339416814748843 7.86957682462384e-05 -0.000185342503496238 -0.00679086858733811 -0.00644711435518012 -0.00130215736801939 0.966059513975694 -0.227262488972431 -0.0799914255386921 0.17614028245237 0.030183798685741 0.0345482062396253 0.20947321408875 0.168210420146665 0.136097386304484 0.290933254046722 0.0968967798522081 0.0887329757830035
10 2 -0.00447888027985567 -8.34934733726151e-05 -0.00223716603912932 -0.0244878542806456 0.000607842470851768 -0.00463578180831826 0.956821904317434 -0.209196961691098 -0.0998087186301398 0.0602157945100048 0.0150222120418995 0.0244688535158946 0.0797505663168964 0.107647969830449 0.0438337100377172 0.24684630354359 0.0950526648668418 0.0789282344082528
11 2 0.000873225053188715 0.00168953446830825 -0.00025863865802691 -0.00515982986980729 -0.0064106807226441 -0.00489882298858507 0.939266761493056 -0.197363331345521 -0.0639565239562292 0.0381426525022208 0.026468258043917 0.0238792670544327 0.0236880877265043 0.0732577495291602 0.0468431579656275 0.210203326932394 0.110084817207485 0.0667577029793279
12 2 -0.00106141220525551 0.000651098915789857 -0.000304687071136785 -0.00290614027586361 0.00115356310934617 -0.00275502819691962 0.953378861400953 -0.192771820737205 -0.0581257021455707 0.0194628965855097 0.0131857436281746 0.0157187696889945 0.0219357834283753 0.0312055554897548 0.0315425325084465 0.226817052422234 0.0788819703654444 0.0907483732355371
13 2 -0.00070928520680236 -0.000504303563929355 -0.000695576327367686 -0.00236002355901945 -0.00532853924614395 -0.00227854570602294 0.982084749567819 -0.188066481564771 -0.0304008800604438 0.00942236437804597 0.0154785982279797 0.0176491721247842 0.0352990560060639 0.0510274705860334 0.0226485545921232 0.253522821752422 0.105163099962718 0.0795829012678014
14 2 -6.65997346922489e-05 -0.000916024450466758 -0.000946193603703816 0.000528744185794164 -0.00352080180669332 0.00251448279819579 0.962669362254902 -0.170843630385962 -0.0207592349538986 0.0177601146662764 0.014852778121716 0.0085705341146562 0.0341918150798914 0.074506898414017 0.020362975737484 0.200037088034713 0.0896873364502234 0.0735195759656906
15 2 0.000344606120363205 0.000702939673292546 -0.000341090968144531 0.000464712194548177 0.000353869921780707 -0.000830683436686513 0.955717692610677 -0.153090812343381 -0.00916190053995189 0.0157954365255337 0.0135926028705179 0.0107505116015561 0.0227620525095965 0.0313748980020679 0.0181898474205471 0.164722342234985 0.0916227427879592 0.0790945231339193
16 2 -0.000199387038926121 0.000154420742445482 0.000365003113938349 -0.000813568659954314 -0.00107024074054958 0.000222943293556471 0.952939855553668 -0.135398869385178 0.0264078409246756 0.00491695705489418 0.00864937329675939 0.00880640033304451 0.0288339569186653 0.0144579609096051 0.0142597899759327 0.0840204395873534 0.0976627817612177 0.072360069797718
17 2 0.000111539856793707 -0.000103574339336889 0.00093853955367429 -0.00063114984137983 -0.0010780695967126 -0.00121166531888641 0.967472538977273 -0.147289080805643 0.0409538446077003 0.0078757908570239 0.0151685624355364 0.0107654107384103 0.0238047551481788 0.0294103614236016 0.0210801071955038 0.061579358367798 0.106150174888806 0.0521410365566609
18 2 -8.18588441624472e-05 0.00145507316694204 0.000512493431971917 -0.00423729490351647 0.00186700821295492 -0.000264913369486624 0.981005836855997 -0.112504540007138 0.0541559512914643 0.00454776670974287 0.00813462145089644 0.0171399000488265 0.0200982827487719 0.0186255196530135 0.0211881742176143 0.0560778743547874 0.112667624231809 0.0594109505924754
19 2 -4.59020972846875e-05 -0.000446028284659132 0.00100661473170417 0.00272194699742866 0.00156335560411931 -0.00048914563066566 0.994336843958333 -0.073515417979607 0.0768330315891146 0.00371771692516435 0.0156566580608354 0.00744562883435803 0.0161649024637372 0.0146444906828016 0.0466434659335417 0.0534341224254979 0.0870814216595556 0.0594471367011515
20 2 -0.000278899841672266 0.000921584674553404 0.000609533267605841 0.00216063327570856 0.00145723834368127 0.00596526695257998 1.00132335122768 -0.0609953231632775 0.0826370465246689 0.00593959277274617 0.0184866294754116 0.0133693496934118 0.0265688712398988 0.051640582409436 0.0272972478744147 0.0455414505730758 0.0794487823632986 0.0555852862417545
21 2 -0.000635194701926651 -0.000398273823545371 0.000349523887157134 -0.00499518073954658 -0.00383054096126445 2.4229660446595e-05 1.00882875737028 -0.044838069561138 0.0982509191352624 0.00466823242706085 0.0261389413467541 0.0283418131581414 0.0388803405330307 0.0591542449063413 0.0490269357421098 0.0224471785906004 0.0986577926438081 0.0571287119183661
22 2 0.000307451659800625 -0.00139024702938313 -0.000626843096512281 -0.000639833287 -0.00779958746113125 -0.00448526305558437 1.013617574375 0.0132578107543938 0.105048920769094 0.0139682633884793 0.0381411451301218 0.0160939356755563 0.0707651452582596 0.0736056505831537 0.0597712368085444 0.00667969823504532 0.0617275899056846 0.0788154228139309
23 2 0.000412625185311747 0.00113023527964673 0.000626932406990611 0.0141598982218418 0.0042577181733821 0.00179395289575469 1.01348341951705 0.0315719385419702 0.16253849675369 0.017074498605342 0.0736931902326955 0.0501283346893513 0.137276619043285 0.121979796497654 0.163131033624908 0.0281892377537737 0.0781451652093444 0.0499002123108511
24 2 0.000550544751221484 0.00302799576521224 0.00352461176433633 0.000559107006122397 0.0221226147054336 0.0111852535262799 1.01740185854167 0.175020268682891 0.201572048655156 0.0398662193691998 0.122418772741182 0.0792029714839075 0.228199026159337 0.256729045112093 0.200473954692243 0.0194601783542688 0.0316649771945126 0.0450401264329421
25 2 0.000865756520794351 0.00262027656067788 0.00198187377486899 0.0517094835506334 0.011795165209155 0.0244712065386119 1.01720982204327 0.337202552947115 0.271077381703357 0.124221048994528 0.146007727842396 0.106126549148093 0.289089666295678 0.336869386501921 0.235691440371038 0.0303529204084884 0.0121188327884468 0.0382398174466375
26 2 5.35850248521304e-05 -0.00108179376916903 0.00416773353793608 0.122206055038977 0.00567972387557244 0.00209321795466009 0.992417613366477 0.501118044872159 0.374828964237855 0.193225264187414 0.159950124732651 0.119253836123717 0.42455669968969 0.431604450625284 0.298516914856546 0.184103253388365 0.006871819194183 0.0309278946102801
27 2 -0.000494363358030025 -0.000205172184460784 -0.00091465787955458 0.0656415685648298 0.00528844360676011 0.0174180577886642 0.980061594929534 0.642764842570466 0.564580948275 0.243224606125206 0.166510873508217 0.129728012180123 0.445250147656207 0.436145169739247 0.301145366349221 0.252650844215247 0.00778254426682899 0.0151226018284829
28 2 -0.00039172045211397 0.00107998489931066 0.00410976655884421 0.129684309389828 0.00244957012314645 0.025789257364277 0.975606140487132 0.783609017509191 0.691014839675245 0.255488370621946 0.169127799936302 0.148668947749984 0.472821691305503 0.485496395097571 0.314940612724188 0.261382802517479 0.0103660519174862 0.00932013524244621
29 2 0.000972674195347576 0.00400014347072864 0.00428690826116869 0.208164518165641 -0.00664870185642698 0.053704741156293 0.990265505978954 0.876960666219707 0.816525709980867 0.271138713879058 0.168698224271531 0.160834532008028 0.490760668888989 0.468648132340587 0.327875906931197 0.255635876597851 0.0137496132922304 0.00949217807540628
30 2 0.00508720054550481 0.0382222406639519 0.0312351764388293 0.109832376949988 0.0366735826036923 0.0234999083320216 0.989743386586923 0.972373968028846 0.921779980877404 0.357850062262682 0.185815930175083 0.175591883159638 0.623826648078354 0.726544616371529 0.456720954081101 0.345753148397751 0.0102425704088589 0.0139772479805012
1 3 -0.0128492787125615 -0.0039900681379139 -0.00379366887161569 -0.190009721522161 -0.020412140802766 -0.0151618066179687 -0.114769972171709 -0.27552906829203 -0.370326980805469 0.307529051409705 0.197046127585077 0.16525868735741 0.63820795634168 0.706222766146103 0.386277964125377 0.00607640290403795 0.199126719387634 0.184431982953408
2 3 -0.00413556442104687 -0.00573647183333507 -0.00544526072491319 -0.254975501042604 -0.0140717290501059 -0.0141079652569792 -0.014426083921651 -0.277825073350575 -0.303274797696226 0.285732063660686 0.183948408897105 0.148468404492826 0.478100528811028 0.569998731612797 0.346428032000184 0.0114597643801914 0.173003472797805 0.13208063056461
3 3 0.00129395700157924 -0.0064470088640532 -0.00166004992256882 -0.181446899942057 -0.0371566553907831 -0.00665076980429687 0.0419970322809263 -0.295309143733426 -0.244773002280597 0.28553895377077 0.164030857054496 0.142398435784333 0.488619845186616 0.468664747810191 0.343970865668729 0.00722081038434495 0.137671156502831 0.134398594950201
4 3 -0.00348032360891653 -0.00372838730260074 0.000458445282781662 -0.126997140160193 -0.0013020114329153 -0.0204870950270886 0.102126846757607 -0.295940943218483 -0.252018101749137 0.261478100544316 0.167645693729497 0.132544638087508 0.447213003740397 0.43184913462555 0.26438433651485 0.00810123746450531 0.138679420618122 0.0952389414521632
5 3 0.00200842601439253 0.00273738949254263 -0.00722401271142323 -0.0584518571484834 -0.0118606831254246 -0.0411975023364096 0.157630810711617 -0.30360609969983 -0.207593197154249 0.252266328975873 0.167614587975762 0.123717136051479 0.40809529284052 0.426709181450254 0.256767805441704 0.00648404482493981 0.122207389243961 0.114622603786823
6 3 0.000701592978021443 -0.00566129733751164 -0.00363064117787334 -0.0420584808763431 -0.0069238806486486 -0.0165545886758182 0.249385093999335 -0.260568380633394 -0.177867676110001 0.247181174906909 0.127104966937993 0.101276649292001 0.391238418351073 0.325743772394451 0.270731699712536 0.0165495567990655 0.108598595595023 0.107918013732436
7 3 -0.000306704629549858 -0.000794246602810796 -0.00359464380105398 -0.0875209935830462 -0.0193763328433676 -0.0206650121215724 0.872024346663352 -0.24075189951057 -0.132561829423365 0.216779005881361 0.0850056989773419 0.085630463800113 0.340440908717093 0.269941388027777 0.236270425301203 0.289628775307809 0.11265471190266 0.108077509677852
8 3 -0.00123118091804687 -0.00062377634117853 0.000893818363883102 -0.01826309869307 -0.0123100392868707 -0.00834611782196181 0.963466884548611 -0.226611877221209 -0.115912331546123 0.195425081962925 0.0417484892045268 0.0491250448099299 0.331830833495937 0.152465045978286 0.119841833040391 0.278640732337327 0.11788709009498 0.101678396529995
9 3 0.00281267068933854 -0.00447033772767031 -0.00187438738515278 -0.019338603615326 0.00764940544982118 -0.00846665703273889 0.976178740538194 -0.205077135690727 -0.10347742192747 0.16762107686468 0.0319742165623805 0.049296960078224 0.19931178570574 0.171863740440205 0.115799060720688 0.29530133220302 0.104467009880876 0.0965217852663783
10 3 -0.000731624993001961 -0.00171208387370442 -0.00300842929883903 0.00415835161205941 -0.00911210909410009 -0.00577193868063679 0.970296889106722 -0.224663379148939 -0.0755209538535156 0.0670759727910117 0.0245789068808189 0.0300287341107604 0.115723125092501 0.100906386127008 0.0640435314965973 0.260969602949802 0.106094585640138 0.0934520042848877
11 3 0.00035303618873473 -0.00061241315411553 0.000593630182814157 -0.00127582985188968 -0.000794270752600615 -0.000647070680364394 0.918292882220644 -0.193872532895123 -0.0589282013453733 0.0522078922397343 0.0175869146209162 0.0185593582136892 0.0924216956250954 0.0366854156412927 0.0256708063005283 0.184179818400805 0.0958589513323588 0.0611087666314814
12 3 0.000497329300685098 0.000584834533276172 -0.00629851457315195 0.00309057061716191 -0.00373640746935698 0.00120553867848328 0.937009454023437 -0.181526124043998 -0.0667541489972707 0.0292978067557047 0.0157978588477344 0.0180571600287992 0.0886261385837993 0.0358116089487216 0.0435881859161319 0.201353948109703 0.076575749642891 0.0821380534846706
13 3 -0.00160840337962645 -0.000154806100354146 -0.000109865999018397 -0.0040048620637032 -0.00118295298581552 -0.00247070049940512 0.965947227305948 -0.176267480201828 -0.0376667925561227 0.0177426687012094 0.0115242141431115 0.0117009097340847 0.0580783333088027 0.0276939455656534 0.025016851523642 0.206262090362718 0.0913341400997725 0.0700479950694369
14 3 -0.000239875477752254 -0.00129142129443359 -0.000388934609808654 -0.00299867990635291 0.00191772405181656 -0.00659201202010111 0.94353976875 -0.16416989659255 -0.00970460720233753 0.00451575615728307 0.00981644340298184 0.0127061752284535 0.0203341494904439 0.03622096170811 0.0341499203871249 0.149081180736648 0.0802414855922553 0.0626959791171386
15 3 0.000742793984003564 0.000632569678223389 -0.000819938164106771 -4.96840075457845e-05 0.00255117937503052 0.000968906474196614 0.953046934814453 -0.167422110631408 0.00604387667144141 0.0150954624351642 0.0138548421034663 0.0159300925533087 0.0134542434033765 0.020729876097819 0.0142959375469995 0.128226796769247 0.109749419074769 0.0805530992967583
16 3 2.85472966252344e-05 7.66803159230469e-05 -0.000422759629571875 -0.00338994537808184 -5.27604279707032e-05 -0.00152253613987316 0.973285197636719 -0.152190572649264 0.00633498233849414 0.00477312566124928 0.00448664268698931 0.0146897130037339 0.0181861324427793 0.0238129025728394 0.0118164810281914 0.140145087593097 0.107471264009063 0.0629637431931558
17 3 -0.000379941380613836 -0.000469391096289062 0.00129120232229114 -0.00226335262163937 0.00188882549407304 -0.00016108120804179 0.967213863122352 -0.109798253834113 0.0285129018391923 0.00482483223256371 0.0104016235668003 0.01582368420426 0.0189328611304478 0.0237442609679897 0.00873059743792895 0.0761793337176472 0.0968458276486654 0.0861225511085878
18 3 -0.00033767887094701 0.000816799650110021 -0.000424866234992188 0.0170592114734851 0.0031683541759034 -0.000312339556813296 0.98533120609976 -0.0989508638319802 0.0549562352051968 0.00393622367138963 0.0116591924063818 0.00806773380142625 0.0465866868330071 0.0428391021456273 0.00908524733528666 0.098169334296129 0.102119310971907 0.0569174368684411
19 3 -0.000127555490462832 0.00145138351020723 0.000180896115933178 -0.000369043188857264 -0.00421418274688015 -0.00405457583785681 0.99590494559508 -0.0864789677243517 0.0551322232731715 0.00421396890729121 0.0076293171595808 0.0211743191826297 0.0139971085182157 0.0287508125884974 0.0236334434311803 0.0400410580481642 0.0867732454496378 0.0641852402978597
20 3 -0.000335919749552488 0.000626120556179852 0.000221903065465666 -0.00195287784944603 -0.00541983950208882 0.00055921666720991 0.997979898828125 -0.0719740028343216 0.0738431978293976 0.0115605857918324 0.0179104076256642 0.0143336040928112 0.0492979443960475 0.0673670458033578 0.0345267074309781 0.0317409120581216 0.0798532634245765 0.0545701816357819
21 3 0.000170870298982879 -0.000547772795529421 -0.000449873845738198 0.00363591655369792 0.00434704951832563 0.00383347573915625 1.00389893555519 -0.0615900656827776 0.120336144536257 0.00499954522087223 0.0131468184076929 0.02090822173986 0.0183254533019074 0.0910559113653466 0.0501879305306421 0.0314035297393826 0.109166031851916 0.0635069957591364
